comments,duration,languages,name,ratings,tags,title,views
36,1054,19,"Franco Sacchi: A tour of Nollywood, Nigeria's booming film industry","[{'id': 25, 'name': 'OK', 'count': 28}, {'id': 8, 'name': 'Informative', 'count': 86}, {'id': 10, 'name': 'Inspiring', 'count': 95}, {'id': 22, 'name': 'Fascinating', 'count': 48}, {'id': 23, 'name': 'Jaw-dropping', 'count': 15}, {'id': 24, 'name': 'Persuasive', 'count': 18}, {'id': 11, 'name': 'Longwinded', 'count': 21}, {'id': 21, 'name': 'Unconvincing', 'count': 10}, {'id': 3, 'name': 'Courageous', 'count': 15}, {'id': 1, 'name': 'Beautiful', 'count': 19}, {'id': 9, 'name': 'Ingenious', 'count': 9}, {'id': 2, 'name': 'Confusing', 'count': 7}, {'id': 7, 'name': 'Funny', 'count': 6}, {'id': 26, 'name': 'Obnoxious', 'count': 3}]","['Africa', 'creativity', 'culture', 'entertainment', 'film', 'global issues', 'media', 'movies', 'technology']","A tour of Nollywood, Nigeria's booming film industry",223082
255,1140,27,George Smoot: The design of the universe,"[{'id': 1, 'name': 'Beautiful', 'count': 325}, {'id': 3, 'name': 'Courageous', 'count': 14}, {'id': 23, 'name': 'Jaw-dropping', 'count': 364}, {'id': 2, 'name': 'Confusing', 'count': 112}, {'id': 8, 'name': 'Informative', 'count': 486}, {'id': 22, 'name': 'Fascinating', 'count': 663}, {'id': 10, 'name': 'Inspiring', 'count': 178}, {'id': 9, 'name': 'Ingenious', 'count': 129}, {'id': 24, 'name': 'Persuasive', 'count': 65}, {'id': 21, 'name': 'Unconvincing', 'count': 39}, {'id': 26, 'name': 'Obnoxious', 'count': 19}, {'id': 25, 'name': 'OK', 'count': 126}, {'id': 11, 'name': 'Longwinded', 'count': 98}, {'id': 7, 'name': 'Funny', 'count': 13}]","['astronomy', 'culture', 'dark matter', 'design', 'physics', 'science', 'space', 'technology', 'telescopes', 'time']",The design of the universe,1630525
36,1142,23,"Bill Joy: What I'm worried about, what I'm excited about","[{'id': 21, 'name': 'Unconvincing', 'count': 45}, {'id': 23, 'name': 'Jaw-dropping', 'count': 10}, {'id': 26, 'name': 'Obnoxious', 'count': 15}, {'id': 8, 'name': 'Informative', 'count': 139}, {'id': 11, 'name': 'Longwinded', 'count': 71}, {'id': 9, 'name': 'Ingenious', 'count': 20}, {'id': 22, 'name': 'Fascinating', 'count': 62}, {'id': 24, 'name': 'Persuasive', 'count': 54}, {'id': 25, 'name': 'OK', 'count': 42}, {'id': 10, 'name': 'Inspiring', 'count': 56}, {'id': 2, 'name': 'Confusing', 'count': 18}, {'id': 3, 'name': 'Courageous', 'count': 32}, {'id': 1, 'name': 'Beautiful', 'count': 2}, {'id': 7, 'name': 'Funny', 'count': 1}]","['business', 'future', 'health', 'science', 'technology']","What I'm worried about, what I'm excited about",487378
226,1224,25,Dan Barber: A foie gras parable,"[{'id': 11, 'name': 'Longwinded', 'count': 43}, {'id': 10, 'name': 'Inspiring', 'count': 534}, {'id': 8, 'name': 'Informative', 'count': 360}, {'id': 22, 'name': 'Fascinating', 'count': 479}, {'id': 7, 'name': 'Funny', 'count': 183}, {'id': 24, 'name': 'Persuasive', 'count': 273}, {'id': 23, 'name': 'Jaw-dropping', 'count': 116}, {'id': 9, 'name': 'Ingenious', 'count': 96}, {'id': 1, 'name': 'Beautiful', 'count': 278}, {'id': 21, 'name': 'Unconvincing', 'count': 31}, {'id': 25, 'name': 'OK', 'count': 33}, {'id': 3, 'name': 'Courageous', 'count': 51}, {'id': 26, 'name': 'Obnoxious', 'count': 32}, {'id': 2, 'name': 'Confusing', 'count': 3}]","['entertainment', 'food', 'global issues', 'sustainability']",A foie gras parable,1294705
33,202,43,Andy Hobsbawm: Do the green thing,"[{'id': 3, 'name': 'Courageous', 'count': 28}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 9, 'name': 'Ingenious', 'count': 24}, {'id': 10, 'name': 'Inspiring', 'count': 120}, {'id': 24, 'name': 'Persuasive', 'count': 67}, {'id': 8, 'name': 'Informative', 'count': 21}, {'id': 7, 'name': 'Funny', 'count': 121}, {'id': 25, 'name': 'OK', 'count': 47}, {'id': 2, 'name': 'Confusing', 'count': 10}, {'id': 22, 'name': 'Fascinating', 'count': 32}, {'id': 21, 'name': 'Unconvincing', 'count': 27}, {'id': 11, 'name': 'Longwinded', 'count': 4}, {'id': 1, 'name': 'Beautiful', 'count': 18}, {'id': 23, 'name': 'Jaw-dropping', 'count': 2}]","['business', 'climate change', 'design', 'entertainment', 'global issues', 'humor', 'media', 'sex']",Do the green thing,429967
63,227,37,Gregory Petsko: The coming neurological epidemic,"[{'id': 24, 'name': 'Persuasive', 'count': 271}, {'id': 8, 'name': 'Informative', 'count': 607}, {'id': 25, 'name': 'OK', 'count': 83}, {'id': 10, 'name': 'Inspiring', 'count': 61}, {'id': 23, 'name': 'Jaw-dropping', 'count': 81}, {'id': 22, 'name': 'Fascinating', 'count': 130}, {'id': 21, 'name': 'Unconvincing', 'count': 14}, {'id': 26, 'name': 'Obnoxious', 'count': 10}, {'id': 7, 'name': 'Funny', 'count': 43}, {'id': 3, 'name': 'Courageous', 'count': 24}, {'id': 9, 'name': 'Ingenious', 'count': 23}, {'id': 2, 'name': 'Confusing', 'count': 1}, {'id': 1, 'name': 'Beautiful', 'count': 1}, {'id': 11, 'name': 'Longwinded', 'count': 0}]","[""Alzheimer's"", 'aging', 'brain', 'business', 'health', 'public health', 'science', 'social change', 'technology']",The coming neurological epidemic,909508
66,1171,20,Richard Preston: The mysterious lives of giant trees,"[{'id': 1, 'name': 'Beautiful', 'count': 341}, {'id': 8, 'name': 'Informative', 'count': 337}, {'id': 22, 'name': 'Fascinating', 'count': 510}, {'id': 23, 'name': 'Jaw-dropping', 'count': 229}, {'id': 24, 'name': 'Persuasive', 'count': 52}, {'id': 10, 'name': 'Inspiring', 'count': 225}, {'id': 25, 'name': 'OK', 'count': 41}, {'id': 11, 'name': 'Longwinded', 'count': 21}, {'id': 3, 'name': 'Courageous', 'count': 33}, {'id': 7, 'name': 'Funny', 'count': 13}, {'id': 9, 'name': 'Ingenious', 'count': 10}, {'id': 26, 'name': 'Obnoxious', 'count': 4}, {'id': 21, 'name': 'Unconvincing', 'count': 5}, {'id': 2, 'name': 'Confusing', 'count': 1}]","['complexity', 'exploration', 'nature', 'science', 'trees', 'writing']",The mysterious lives of giant trees,644637
92,1711,19,Philip Rosedale: Life in Second Life,"[{'id': 25, 'name': 'OK', 'count': 114}, {'id': 8, 'name': 'Informative', 'count': 164}, {'id': 26, 'name': 'Obnoxious', 'count': 44}, {'id': 10, 'name': 'Inspiring', 'count': 74}, {'id': 22, 'name': 'Fascinating', 'count': 152}, {'id': 11, 'name': 'Longwinded', 'count': 116}, {'id': 1, 'name': 'Beautiful', 'count': 10}, {'id': 9, 'name': 'Ingenious', 'count': 54}, {'id': 21, 'name': 'Unconvincing', 'count': 95}, {'id': 24, 'name': 'Persuasive', 'count': 51}, {'id': 2, 'name': 'Confusing', 'count': 31}, {'id': 7, 'name': 'Funny', 'count': 9}, {'id': 3, 'name': 'Courageous', 'count': 15}, {'id': 23, 'name': 'Jaw-dropping', 'count': 25}]","['cities', 'communication', 'community', 'computers', 'entertainment', 'entrepreneur', 'life', 'technology', 'virtual reality']",Life in Second Life,554794
127,552,27,Larry Burns: The future of cars,"[{'id': 22, 'name': 'Fascinating', 'count': 61}, {'id': 10, 'name': 'Inspiring', 'count': 56}, {'id': 25, 'name': 'OK', 'count': 102}, {'id': 8, 'name': 'Informative', 'count': 127}, {'id': 9, 'name': 'Ingenious', 'count': 39}, {'id': 21, 'name': 'Unconvincing', 'count': 230}, {'id': 26, 'name': 'Obnoxious', 'count': 54}, {'id': 11, 'name': 'Longwinded', 'count': 29}, {'id': 3, 'name': 'Courageous', 'count': 13}, {'id': 7, 'name': 'Funny', 'count': 14}, {'id': 23, 'name': 'Jaw-dropping', 'count': 12}, {'id': 24, 'name': 'Persuasive', 'count': 41}, {'id': 2, 'name': 'Confusing', 'count': 24}, {'id': 1, 'name': 'Beautiful', 'count': 11}]","['alternative energy', 'cars', 'design', 'energy', 'future', 'green', 'technology']",The future of cars,565020
19,238,29,Nick Sears: Demo: The Orb,"[{'id': 9, 'name': 'Ingenious', 'count': 102}, {'id': 25, 'name': 'OK', 'count': 90}, {'id': 22, 'name': 'Fascinating', 'count': 83}, {'id': 10, 'name': 'Inspiring', 'count': 35}, {'id': 23, 'name': 'Jaw-dropping', 'count': 24}, {'id': 1, 'name': 'Beautiful', 'count': 42}, {'id': 24, 'name': 'Persuasive', 'count': 6}, {'id': 2, 'name': 'Confusing', 'count': 18}, {'id': 8, 'name': 'Informative', 'count': 51}, {'id': 21, 'name': 'Unconvincing', 'count': 33}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 7, 'name': 'Funny', 'count': 2}, {'id': 3, 'name': 'Courageous', 'count': 2}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]","['animation', 'demo', 'design', 'entertainment', 'invention', 'technology']",Demo: The Orb,457492
31,1517,21,David Holt: The joyful tradition of mountain music,"[{'id': 22, 'name': 'Fascinating', 'count': 145}, {'id': 3, 'name': 'Courageous', 'count': 6}, {'id': 7, 'name': 'Funny', 'count': 120}, {'id': 10, 'name': 'Inspiring', 'count': 133}, {'id': 1, 'name': 'Beautiful', 'count': 158}, {'id': 23, 'name': 'Jaw-dropping', 'count': 31}, {'id': 25, 'name': 'OK', 'count': 20}, {'id': 9, 'name': 'Ingenious', 'count': 78}, {'id': 2, 'name': 'Confusing', 'count': 2}, {'id': 8, 'name': 'Informative', 'count': 38}, {'id': 11, 'name': 'Longwinded', 'count': 4}, {'id': 26, 'name': 'Obnoxious', 'count': 2}, {'id': 24, 'name': 'Persuasive', 'count': 5}, {'id': 21, 'name': 'Unconvincing', 'count': 0}]","['culture', 'demo', 'entertainment', 'invention', 'live music', 'music', 'storytelling']",The joyful tradition of mountain music,512588
58,1089,26,Eva Zeisel: The playful search for beauty,"[{'id': 1, 'name': 'Beautiful', 'count': 172}, {'id': 10, 'name': 'Inspiring', 'count': 182}, {'id': 7, 'name': 'Funny', 'count': 44}, {'id': 22, 'name': 'Fascinating', 'count': 85}, {'id': 25, 'name': 'OK', 'count': 32}, {'id': 11, 'name': 'Longwinded', 'count': 38}, {'id': 24, 'name': 'Persuasive', 'count': 10}, {'id': 3, 'name': 'Courageous', 'count': 38}, {'id': 23, 'name': 'Jaw-dropping', 'count': 13}, {'id': 8, 'name': 'Informative', 'count': 17}, {'id': 9, 'name': 'Ingenious', 'count': 9}, {'id': 2, 'name': 'Confusing', 'count': 7}, {'id': 21, 'name': 'Unconvincing', 'count': 3}, {'id': 26, 'name': 'Obnoxious', 'count': 0}]","['art', 'creativity', 'design', 'exploration', 'play']",The playful search for beauty,438972
111,988,25,Dennis vanEngelsdorp: A plea for bees,"[{'id': 8, 'name': 'Informative', 'count': 389}, {'id': 22, 'name': 'Fascinating', 'count': 238}, {'id': 24, 'name': 'Persuasive', 'count': 221}, {'id': 10, 'name': 'Inspiring', 'count': 268}, {'id': 3, 'name': 'Courageous', 'count': 32}, {'id': 23, 'name': 'Jaw-dropping', 'count': 47}, {'id': 1, 'name': 'Beautiful', 'count': 96}, {'id': 7, 'name': 'Funny', 'count': 63}, {'id': 25, 'name': 'OK', 'count': 31}, {'id': 11, 'name': 'Longwinded', 'count': 11}, {'id': 9, 'name': 'Ingenious', 'count': 15}, {'id': 26, 'name': 'Obnoxious', 'count': 7}, {'id': 21, 'name': 'Unconvincing', 'count': 4}, {'id': 2, 'name': 'Confusing', 'count': 2}]","['animals', 'bees', 'disease', 'food', 'insects', 'life', 'nature']",A plea for bees,590570
43,429,33,Jay Walker: My library of human imagination,"[{'id': 25, 'name': 'OK', 'count': 71}, {'id': 8, 'name': 'Informative', 'count': 128}, {'id': 24, 'name': 'Persuasive', 'count': 29}, {'id': 22, 'name': 'Fascinating', 'count': 159}, {'id': 1, 'name': 'Beautiful', 'count': 56}, {'id': 23, 'name': 'Jaw-dropping', 'count': 52}, {'id': 10, 'name': 'Inspiring', 'count': 107}, {'id': 9, 'name': 'Ingenious', 'count': 51}, {'id': 26, 'name': 'Obnoxious', 'count': 13}, {'id': 21, 'name': 'Unconvincing', 'count': 17}, {'id': 7, 'name': 'Funny', 'count': 29}, {'id': 2, 'name': 'Confusing', 'count': 10}, {'id': 11, 'name': 'Longwinded', 'count': 5}, {'id': 3, 'name': 'Courageous', 'count': 6}]","['books', 'business', 'culture', 'design', 'entertainment', 'entrepreneur', 'innovation', 'invention', 'library', 'technology']",My library of human imagination,482996
230,2018,31,Dan Gilbert: Why we make bad decisions,"[{'id': 22, 'name': 'Fascinating', 'count': 1396}, {'id': 24, 'name': 'Persuasive', 'count': 887}, {'id': 7, 'name': 'Funny', 'count': 441}, {'id': 8, 'name': 'Informative', 'count': 1402}, {'id': 23, 'name': 'Jaw-dropping', 'count': 215}, {'id': 10, 'name': 'Inspiring', 'count': 541}, {'id': 2, 'name': 'Confusing', 'count': 44}, {'id': 9, 'name': 'Ingenious', 'count': 338}, {'id': 11, 'name': 'Longwinded', 'count': 86}, {'id': 21, 'name': 'Unconvincing', 'count': 53}, {'id': 26, 'name': 'Obnoxious', 'count': 29}, {'id': 1, 'name': 'Beautiful', 'count': 61}, {'id': 3, 'name': 'Courageous', 'count': 53}, {'id': 25, 'name': 'OK', 'count': 132}]","['TED Brain Trust', 'brain', 'choice', 'culture', 'entertainment', 'goal-setting', 'happiness', 'psychology', 'self', 'society']",Why we make bad decisions,3707266
99,880,34,Benjamin Wallace: The price of happiness,"[{'id': 9, 'name': 'Ingenious', 'count': 85}, {'id': 8, 'name': 'Informative', 'count': 471}, {'id': 7, 'name': 'Funny', 'count': 459}, {'id': 21, 'name': 'Unconvincing', 'count': 92}, {'id': 26, 'name': 'Obnoxious', 'count': 39}, {'id': 25, 'name': 'OK', 'count': 232}, {'id': 22, 'name': 'Fascinating', 'count': 300}, {'id': 11, 'name': 'Longwinded', 'count': 61}, {'id': 23, 'name': 'Jaw-dropping', 'count': 43}, {'id': 10, 'name': 'Inspiring', 'count': 109}, {'id': 24, 'name': 'Persuasive', 'count': 147}, {'id': 3, 'name': 'Courageous', 'count': 20}, {'id': 1, 'name': 'Beautiful', 'count': 53}, {'id': 2, 'name': 'Confusing', 'count': 13}]","['books', 'business', 'culture', 'entertainment', 'food', 'happiness', 'writing']",The price of happiness,1848521
42,1109,20,Penelope Boston: There might just be life on Mars,"[{'id': 8, 'name': 'Informative', 'count': 131}, {'id': 22, 'name': 'Fascinating', 'count': 110}, {'id': 10, 'name': 'Inspiring', 'count': 53}, {'id': 3, 'name': 'Courageous', 'count': 18}, {'id': 25, 'name': 'OK', 'count': 26}, {'id': 9, 'name': 'Ingenious', 'count': 18}, {'id': 23, 'name': 'Jaw-dropping', 'count': 32}, {'id': 26, 'name': 'Obnoxious', 'count': 4}, {'id': 11, 'name': 'Longwinded', 'count': 23}, {'id': 24, 'name': 'Persuasive', 'count': 31}, {'id': 1, 'name': 'Beautiful', 'count': 10}, {'id': 21, 'name': 'Unconvincing', 'count': 20}, {'id': 2, 'name': 'Confusing', 'count': 2}, {'id': 7, 'name': 'Funny', 'count': 6}]","['Mars', 'Planets', 'exploration', 'extraterrestrial life', 'geology', 'life', 'science', 'solar system', 'technology', 'universe']",There might just be life on Mars,651151
94,1318,20,Steven Strogatz: The science of sync,"[{'id': 23, 'name': 'Jaw-dropping', 'count': 61}, {'id': 9, 'name': 'Ingenious', 'count': 52}, {'id': 24, 'name': 'Persuasive', 'count': 53}, {'id': 8, 'name': 'Informative', 'count': 239}, {'id': 22, 'name': 'Fascinating', 'count': 313}, {'id': 1, 'name': 'Beautiful', 'count': 83}, {'id': 11, 'name': 'Longwinded', 'count': 25}, {'id': 7, 'name': 'Funny', 'count': 58}, {'id': 10, 'name': 'Inspiring', 'count': 45}, {'id': 25, 'name': 'OK', 'count': 65}, {'id': 2, 'name': 'Confusing', 'count': 8}, {'id': 21, 'name': 'Unconvincing', 'count': 28}, {'id': 26, 'name': 'Obnoxious', 'count': 9}, {'id': 3, 'name': 'Courageous', 'count': 0}]","['biology', 'biomechanics', 'math', 'science', 'society', 'technology']",The science of sync,642201
116,408,30,Nicholas Negroponte: Taking OLPC to Colombia,"[{'id': 10, 'name': 'Inspiring', 'count': 246}, {'id': 8, 'name': 'Informative', 'count': 53}, {'id': 24, 'name': 'Persuasive', 'count': 37}, {'id': 3, 'name': 'Courageous', 'count': 67}, {'id': 22, 'name': 'Fascinating', 'count': 57}, {'id': 9, 'name': 'Ingenious', 'count': 47}, {'id': 1, 'name': 'Beautiful', 'count': 75}, {'id': 23, 'name': 'Jaw-dropping', 'count': 27}, {'id': 2, 'name': 'Confusing', 'count': 3}, {'id': 21, 'name': 'Unconvincing', 'count': 12}, {'id': 26, 'name': 'Obnoxious', 'count': 5}, {'id': 25, 'name': 'OK', 'count': 15}, {'id': 7, 'name': 'Funny', 'count': 5}, {'id': 11, 'name': 'Longwinded', 'count': 0}]","['children', 'computers', 'design', 'global issues', 'philanthropy', 'technology']",Taking OLPC to Colombia,363202
84,998,19,Jennifer 8. Lee: The hunt for General Tso,"[{'id': 8, 'name': 'Informative', 'count': 598}, {'id': 9, 'name': 'Ingenious', 'count': 121}, {'id': 7, 'name': 'Funny', 'count': 648}, {'id': 22, 'name': 'Fascinating', 'count': 354}, {'id': 24, 'name': 'Persuasive', 'count': 44}, {'id': 25, 'name': 'OK', 'count': 62}, {'id': 11, 'name': 'Longwinded', 'count': 33}, {'id': 1, 'name': 'Beautiful', 'count': 26}, {'id': 23, 'name': 'Jaw-dropping', 'count': 38}, {'id': 26, 'name': 'Obnoxious', 'count': 22}, {'id': 21, 'name': 'Unconvincing', 'count': 9}, {'id': 10, 'name': 'Inspiring', 'count': 24}, {'id': 2, 'name': 'Confusing', 'count': 10}, {'id': 3, 'name': 'Courageous', 'count': 5}]","['Asia', 'business', 'culture', 'exploration', 'food', 'global issues', 'history']",The hunt for General Tso,1285775
116,1772,19,Kary Mullis: Play! Experiment! Discover!,"[{'id': 10, 'name': 'Inspiring', 'count': 89}, {'id': 7, 'name': 'Funny', 'count': 125}, {'id': 22, 'name': 'Fascinating', 'count': 87}, {'id': 8, 'name': 'Informative', 'count': 109}, {'id': 24, 'name': 'Persuasive', 'count': 66}, {'id': 3, 'name': 'Courageous', 'count': 98}, {'id': 11, 'name': 'Longwinded', 'count': 57}, {'id': 21, 'name': 'Unconvincing', 'count': 53}, {'id': 26, 'name': 'Obnoxious', 'count': 38}, {'id': 25, 'name': 'OK', 'count': 40}, {'id': 9, 'name': 'Ingenious', 'count': 25}, {'id': 23, 'name': 'Jaw-dropping', 'count': 22}, {'id': 2, 'name': 'Confusing', 'count': 27}, {'id': 1, 'name': 'Beautiful', 'count': 8}]","['DNA', 'biology', 'curiosity', 'history', 'microbiology', 'science', 'technology']",Play! Experiment! Discover!,532759
26,1026,20,John Maeda: My journey in design,"[{'id': 25, 'name': 'OK', 'count': 56}, {'id': 21, 'name': 'Unconvincing', 'count': 30}, {'id': 11, 'name': 'Longwinded', 'count': 57}, {'id': 7, 'name': 'Funny', 'count': 18}, {'id': 8, 'name': 'Informative', 'count': 16}, {'id': 2, 'name': 'Confusing', 'count': 33}, {'id': 9, 'name': 'Ingenious', 'count': 15}, {'id': 26, 'name': 'Obnoxious', 'count': 29}, {'id': 10, 'name': 'Inspiring', 'count': 42}, {'id': 22, 'name': 'Fascinating', 'count': 17}, {'id': 3, 'name': 'Courageous', 'count': 8}, {'id': 1, 'name': 'Beautiful', 'count': 8}, {'id': 24, 'name': 'Persuasive', 'count': 1}, {'id': 23, 'name': 'Jaw-dropping', 'count': 0}]","['code', 'computers', 'curiosity', 'design', 'personal growth', 'programming', 'technology']",My journey in design,241858
24,1306,20,Paul Sereno: Digging up dinosaurs,"[{'id': 22, 'name': 'Fascinating', 'count': 115}, {'id': 10, 'name': 'Inspiring', 'count': 121}, {'id': 8, 'name': 'Informative', 'count': 125}, {'id': 23, 'name': 'Jaw-dropping', 'count': 17}, {'id': 3, 'name': 'Courageous', 'count': 29}, {'id': 25, 'name': 'OK', 'count': 27}, {'id': 2, 'name': 'Confusing', 'count': 10}, {'id': 1, 'name': 'Beautiful', 'count': 20}, {'id': 24, 'name': 'Persuasive', 'count': 24}, {'id': 11, 'name': 'Longwinded', 'count': 19}, {'id': 26, 'name': 'Obnoxious', 'count': 9}, {'id': 7, 'name': 'Funny', 'count': 7}, {'id': 9, 'name': 'Ingenious', 'count': 15}, {'id': 21, 'name': 'Unconvincing', 'count': 7}]","['Africa', 'animals', 'biology', 'dinosaurs', 'evolution', 'exploration', 'history', 'life', 'paleontology']",Digging up dinosaurs,764982
124,939,20,Paul Moller: My dream of a flying car,"[{'id': 21, 'name': 'Unconvincing', 'count': 124}, {'id': 25, 'name': 'OK', 'count': 57}, {'id': 22, 'name': 'Fascinating', 'count': 78}, {'id': 11, 'name': 'Longwinded', 'count': 46}, {'id': 26, 'name': 'Obnoxious', 'count': 18}, {'id': 9, 'name': 'Ingenious', 'count': 49}, {'id': 10, 'name': 'Inspiring', 'count': 54}, {'id': 3, 'name': 'Courageous', 'count': 37}, {'id': 24, 'name': 'Persuasive', 'count': 29}, {'id': 8, 'name': 'Informative', 'count': 72}, {'id': 23, 'name': 'Jaw-dropping', 'count': 26}, {'id': 2, 'name': 'Confusing', 'count': 4}, {'id': 7, 'name': 'Funny', 'count': 1}, {'id': 1, 'name': 'Beautiful', 'count': 0}]","['design', 'engineering', 'invention', 'technology', 'transportation']",My dream of a flying car,417728
